URL,Category,Type of ad,Reference,Make,Model,Status,Power,Front Tire Dimension,Front Tire Wear,Rear Tire Wear,Spare Parts Availability,Price (excl. VAT),Displayed Price,Reference Price,Reference Currency,VAT Info,Dealer,Location,Phone Number,Comments
https://www.agriaffaires.co.uk/used/farm-tractor/44255021/case-ih-puma-240-cvx.html,Farm Tractors,For sale / Offers,,Case IH,Puma 240 CVX,Used - very good condition,240,600/65/28,70%,80%,N/A,,"65,500
                            
                                    65,500 ££ ",65500,GBP,,HARRISON TRACTORS LTD,"Mr.
                James HARRISON",fe09520a7c01b1b6ced975610c70371KCs0NCkgNzc2ODE3MTA4NQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44887264/massey-ferguson-1740.html,Farm Tractors,For sale / Offers,,Massey Ferguson,1740,Used - very good condition,,,65%,65%,N/A,,"24,500
                            
                                    24,500 ££ ",24500,GBP,,B&B Tractors,"Mrs
                Lauren Cope",2b7265eaf1cda18ab8f8919f723e85bKCs0NCkgNzQ4MzEyMjE5Nw==,
https://www.agriaffaires.co.uk/used/farm-tractor/45109039/david-brown-880.html,Farm Tractors,For sale / Offers,23350,David Brown,880,Used - good condition,,,0% (Smooth tyre),N/A,N/A,,"3,750
                            
                                    3,750 ££ ",3750,GBP,,Oakfields Ag,"Mr.
                Terry Brock",40bd3e74ac338889e19a0057bee4f32KCs0NCkgMTc2Mzc4MDQ0MA==,
https://www.agriaffaires.co.uk/used/farm-tractor/44769345/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,540/65R28 650/65R38,N/A,N/A,N/A,,"92,750
                            
                                    92,750 ££ ",92750,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45086399/john-deere-6215r.html,Farm Tractors,For sale / Offers,11046082 11046082,John Deere,6215R,Used - Not indicated,,,N/A,N/A,N/A,,"97,995
                            
                                    97,995 ££ ",97995,GBP,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/44883208/new-holland-t7-300-plmi-ex-demo.html,Farm Tractors,For sale / Offers,22016213,New Holland,T7.300 PLMI  EX DEMO,Used - very good condition,270,600/70R30,90%,90%,N/A,,"169,950
                            
                                    169,950 ££ ",169950,GBP,,F BUGLER Ltd,"Mr.
                Jerry Martin",74a6f9e49ce792d6c4208a11b4127b6KCs0NCkgMDEyOTczNDMxOQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44671953/versatile-dt550.html,Farm Tractors,For sale / Offers,Versatile DT550,Versatile,DT550,Used - good condition,550,,90%,90%,,,"120,000
                            
                                    120,000 ££ ",120000,GBP,,UKScrapers,"Mr.
                George thompson",77798d5099da917e9e4a2cfdfca670cKCs0NCkgNzcxNzQ1ODY3Mg==,
https://www.agriaffaires.co.uk/used/farm-tractor/44990240/john-deere-6130r.html,Farm Tractors,For sale / Offers,,John Deere,6130R,Used - Not indicated,130,420/85R24 460/85R38,N/A,N/A,N/A,,"64,950
                            
                                    64,950 ££ ",64950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45078609/new-holland-t7-210-range-command.html,Farm Tractors,For sale / Offers,32016044,New Holland,T7.210 RANGE COMMAND,Used - very good condition,165,540/65R28,50%,50%,N/A,,"79,950
                            
                                    79,950 ££ ",79950,GBP,,F BUGLER Ltd,"United Kingdom, South West England",d3fc6753902358f87bfaf822267d4feKCs0NCkgMTkzNTg1MDQyNg==,
https://www.agriaffaires.co.uk/used/farm-tractor/44771817/claas-arion-620-4wd-tractor.html,Farm Tractors,For sale / Offers,ALDM019327A,Claas,Arion 620 4WD Tractor,Used - good condition,135,,35%,45%,N/A,,"27,850
                            
                                    27,850 ££ ",27850,GBP,,Agri-Linc,"Mr.
                Derry Morton",5d68cb31cd884da0b2e804c59f16176KCs0NCkgMTc3ODU5MTIyNQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44736809/john-deere-6155r.html,Farm Tractors,For sale / Offers,41045402,John Deere,6155R,Used - Not indicated,0,,N/A,N/A,N/A,,"93,000
                            
                                    93,000 ££ ",93000,GBP,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/44373096/john-deere-6155r.html,Farm Tractors,For sale / Offers,,John Deere,6155R,Used - Not indicated,155,NEW 480/70R30 - 520/85R38,N/A,N/A,N/A,,"67,950
                            
                                    67,950 ££ ",67950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45169473/john-deere-7260r.html,Farm Tractors,For sale / Offers,A1100117,John Deere,7260R,Used - good condition,260,,N/A,N/A,N/A,,"45,000
                            
                                    45,000 ££ ",45000,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44736807/john-deere-6155r.html,Farm Tractors,For sale / Offers,41045094,John Deere,6155R,Used - Not indicated,0,,N/A,N/A,N/A,,"114,000
                            
                                    114,000 ££ ",114000,GBP,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/44975770/john-deere-6215r.html,Farm Tractors,For sale / Offers,31099715,John Deere,6215R,Used - very good condition,215,,N/A,N/A,N/A,,"  ",,,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45138911/john-deere-6r250.html,Farm Tractors,For sale / Offers,11088904,John Deere,6R250,Used - Not indicated,250,,N/A,N/A,N/A,,"150,000
                            
                                    150,000 ££ ",150000,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45188533/john-deere-6r-215.html,Farm Tractors,For sale / Offers,,John Deere,6R 215,Used - Not indicated,215,600/70R28 650/85R38,N/A,N/A,N/A,,"149,950
                            
                                    149,950 ££ ",149950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45006291/case-ih-puma-cvx-200.html,Farm Tractors,For sale / Offers,6441,Case IH,PUMA CVX 200,Used - very good condition,,600/65x28,70%,80%,N/A,,"71,000
                            
                                    71,000 ££ ",71000,GBP,,MARK HELLIER TRACTORS SE Ltd,"Mr.
                Mark HELLIER",56c8b09744b2f595a96925b9088699cKCs0NCkgMTU4MDI5MTI3MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45106985/john-deere-5515.html,Farm Tractors,For sale / Offers,A1100099,John Deere,5515,Used - average condition,,,N/A,N/A,N/A,,"11,750
                            
                                    11,750 ££ ",11750,GBP,,DOUBLEDAY GROUP,"Mr.
                Ashley Ashley Brighton 07769226685",624216a9a6305d9393f9a1dbac3bb19KCs0NCkgMDE0MDY1NDAyNjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44855865/new-holland-t7-340-hd-plmi.html,Farm Tractors,For sale / Offers,42016411,New Holland,T7.340 HD PLMi,Used - very good condition,340,600/70R30,95%,95%,N/A,,"199,848
                            
                                    199,848 ££ ",199848,GBP,,F BUGLER Ltd,"Mr.
                Adrian Weaver",f328fabc2912f83f931c1290ab624f0KCs0NCkgMDE5Mjk1MDgxNDA=,
https://www.agriaffaires.co.uk/used/farm-tractor/45108818/john-deere-6155r.html,Farm Tractors,For sale / Offers,23278,John Deere,6155R,Used - very good condition,,,0% (Smooth tyre),N/A,N/A,,"76,500
                            
                                    76,500 ££ ",76500,GBP,,Oakfields Ag,"Mr.
                Terry Brock",40bd3e74ac338889e19a0057bee4f32KCs0NCkgMTc2Mzc4MDQ0MA==,
https://www.agriaffaires.co.uk/used/farm-tractor/44743869/john-deere-6r120.html,Farm Tractors,For sale / Offers,B1095954,John Deere,6R120,Used - very good condition,120,,N/A,N/A,N/A,,"78,500
                            
                                    78,500 ££ ",78500,GBP,,BEN BURGESS & CO.,"Mr.
                Will Tunmore-Clarke",6518a50aaaa7ad93aeeeeba0d1523abKCs0NCkgMTYwMzYyODI1MQ==,
https://www.agriaffaires.co.uk/new/farm-tractor/42720969/case-ih-maxxum-145.html,Farm Tractors,For sale / Offers,,Case IH,MAXXUM 145,new,175,480/65R28,,,20 years and over,,"67,000
                            
                                    67,000 ££ ",67000,GBP,,Everitt & Marshall Ltd,"Mr.
                Adrian Everitt",7f1f936fb98cf3f05fc3f4dc9f65034KCs0NCkgMDE0MzQ2MDMzMzE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44901323/fendt-1050.html,Farm Tractors,For sale / Offers,,Fendt,1050,Used - Not indicated,,,N/A,N/A,N/A,,"  ",,,,Wilfred Scrutons,"Mr.
                James Falkingham",648ebb55ee35b904b3ad31b8b739902KCs0NCkgMDc4NTI1NTE2NzU=,
https://www.agriaffaires.co.uk/used/farm-tractor/44492032/case-ih-quantum-110n.html,Farm Tractors,For sale / Offers,6372,Case IH,Quantum 110N,Used - very good condition,,280/70x16,75%,75%,N/A,,"34,000
                            
                                    34,000 ££ ",34000,GBP,,MARK HELLIER TRACTORS SE Ltd,"Mr.
                Mark HELLIER",56c8b09744b2f595a96925b9088699cKCs0NCkgMTU4MDI5MTI3MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45110662/lamborghini-champion-150.html,Farm Tractors,For sale / Offers,,Lamborghini,CHAMPION 150,Used - good condition,150,420 70 30,90%,60%,,,"22,750
                            
                                    22,750 ££ ",22750,GBP,,R purser,"Mr.
                Robin Purser",643c113cf82b1d7b3312977d2a9a0d7KCs0NCkgMDc3Mzk3OTk3MjE=,
https://www.agriaffaires.co.uk/used/farm-tractor/44240141/john-deere-6215r.html,Farm Tractors,For sale / Offers,,John Deere,6215R,Used - Not indicated,215,NEW BKT 600/70R28 650/85R38,N/A,N/A,N/A,,"96,950
                            
                                    96,950 ££ ",96950,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/44588796/fendt-724.html,Farm Tractors,For sale / Offers,,Fendt,724,Used - Not indicated,,,N/A,N/A,N/A,,"140,000
                            
                                    140,000 ££ ",140000,GBP,,Wilfred Scrutons,"Mr.
                James Falkingham",648ebb55ee35b904b3ad31b8b739902KCs0NCkgMDc4NTI1NTE2NzU=,
https://www.agriaffaires.co.uk/used/farm-tractor/44918309/new-holland-t7040-power-command.html,Farm Tractors,For sale / Offers,,New Holland,T7040 POWER COMMAND,Used - good condition,186,480//70/30,50%,50%,N/A,,"  ",,,,Chapman Agricultural Services,Rod CHAPMAN,4eaaaa3a3ecd710ef0ceb80fd4a9838KCs0NCkgMDE0NTU1NTY2NTA=,
https://www.agriaffaires.co.uk/used/farm-tractor/45189763/john-deere-6190r-autopower.html,Farm Tractors,For sale / Offers,,John Deere,6190R AUTOPOWER,Used - Not indicated,,,N/A,N/A,N/A,,"49,250
                            
                                    49,250 ££ ",49250,GBP,,LBG MACHINERY,"Mr.
                Sales Department",01bbe80974140e51d8254eeb76e2409KCs0NCkgMTc4NzIxMTcwMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/44885751/john-deere-6230.html,Farm Tractors,For sale / Offers,T5342,John Deere,6230,Used - good condition,,380/85x24,40%,40%,N/A,,"21,000
                            
                                    21,000 ££ ",21000,GBP,,Michael Burdge Ltd,Michael BURDGE,661d26ffcdc277c67bdaeb221f6d3d4KCs0NCkgMTkzNDgzODM4NQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45154976/fendt-930-profi-plus.html,Farm Tractors,For sale / Offers,,Fendt,930 PROFI PLUS,Used - very good condition,300,,95%,95%,N/A,,"135,000
                            
                                    135,000 ££ ",135000,GBP,,Wilfred Scrutons,"Mr.
                James Falkingham",648ebb55ee35b904b3ad31b8b739902KCs0NCkgMDc4NTI1NTE2NzU=,
https://www.agriaffaires.co.uk/used/farm-tractor/44185689/case-ih-optum-300-cvx.html,Farm Tractors,For sale / Offers,6338,Case IH,OPTUM 300 CVX,Used - very good condition,,,85%,85%,N/A,,"117,000
                            
                                    117,000 ££ ",117000,GBP,,MARK HELLIER TRACTORS SE Ltd,"Mr.
                Mark HELLIER",56c8b09744b2f595a96925b9088699cKCs0NCkgMTU4MDI5MTI3MQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45073222/john-deere-3040.html,Farm Tractors,For sale / Offers,21526,John Deere,3040,Used - Not indicated,,,0% (Smooth tyre),N/A,N/A,,"7,250
                            
                                    7,250 ££ ",7250,GBP,,Oakfields Ag,"Mr.
                Terry Brock",40bd3e74ac338889e19a0057bee4f32KCs0NCkgMTc2Mzc4MDQ0MA==,
https://www.agriaffaires.co.uk/used/farm-tractor/44532543/massey-ferguson-3vi-95.html,Farm Tractors,For sale / Offers,AGW 21021279,Massey Ferguson,3VI.95,Used - Not indicated,,,N/A,N/A,N/A,,"77,500
                            
                                    77,500 ££ ",77500,GBP,,Crawford Group,"Mr.
                Dave Redford",490aa01b33b8485eb411bb3c7804f52KCs0NCkgMDc5NzAyNDgxMTY=,
https://www.agriaffaires.co.uk/used/farm-tractor/45168345/claas-xerion-4500-trac-vc.html,Farm Tractors,For sale / Offers,Claas Xerion 4500 Trac VC,Claas,Xerion 4500 Trac VC,Used - very good condition,,710/85/R38 Michelin Tyres,60%,60%,,,"99,500
                            
                                    99,500 ££ ",99500,GBP,,Chessgrove Woodchip,"Mr.
                Ian Few",60b43577048fdbe0727df6b4d574058KCs0NCkgMDE1Mjc4MjE3ODk=,
https://www.agriaffaires.co.uk/used/farm-tractor/45164202/massey-ferguson-7s-180.html,Farm Tractors,For sale / Offers,31085052,Massey Ferguson,7S.180,Used - very good condition,180,540/65 R28,90%,90%,20 years and over,,"115,000
                            
                                    115,000 ££ ",115000,GBP,,Carrs Billington Agricultre (Sales) Ltd,"Mr.
                Ben Parkinson",36555d1f774856b745ffba3f69c8ae9KCs0NCkgMDc5Nzc4NTIwOTA=,
https://www.agriaffaires.co.uk/used/farm-tractor/45217733/massey-ferguson-5610-dyna-4.html,Farm Tractors,For sale / Offers,11085609,Massey Ferguson,5610 DYNA 4,Used - very good condition,110,340/85R24,5%,10%,N/A,,"38,950
                            
                                    38,950 ££ ",38950,GBP,,Carrs Billington Agricultre (Sales) Ltd,"Mr.
                Stuart PRINGLE",deadb678982b08dcf0fb0220c02e6eaKCs0NCkgMTIyODU1MjYxMQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/43886391/mb-trac-800.html,Farm Tractors,For sale / Offers,,MB Trac,800,Used - average condition,,,45%,45%,N/A,,"11,800
                            
                                    11,800 ££ ",11800,GBP,,Chapman Agricultural Services,Rod CHAPMAN,4eaaaa3a3ecd710ef0ceb80fd4a9838KCs0NCkgMDE0NTU1NTY2NTA=,
https://www.agriaffaires.co.uk/used/farm-tractor/45015019/new-holland-t7-260-power-command-classic.html,Farm Tractors,For sale / Offers,22016502,New Holland,T7.260 POWER COMMAND CLASSIC,Used - very good condition,220,600/65r28,20%,20%,N/A,,"59,950
                            
                                    59,950 ££ ",59950,GBP,,F BUGLER Ltd,"Mr.
                Jerry Martin",74a6f9e49ce792d6c4208a11b4127b6KCs0NCkgMDEyOTczNDMxOQ==,
https://www.agriaffaires.co.uk/used/farm-tractor/45086292/john-deere-7r-270.html,Farm Tractors,For sale / Offers,,John Deere,7R 270,Used - Not indicated,270,650/85R38 600/70R30,N/A,N/A,N/A,,"178,450
                            
                                    178,450 ££ ",178450,GBP,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45120344/john-deere-6120m.html,Farm Tractors,For sale / Offers,91045330,John Deere,6120M,Used - Not indicated,0,,N/A,N/A,N/A,,"67,500
                            
                                    67,500 ££ ",67500,GBP,,Hunt Forest Group,"United Kingdom, South East England",2aff3cd845ccf52991211e00245c610KCs0NCkgMDE5ODA2MjExMTQ=,
https://www.agriaffaires.co.uk/used/farm-tractor/45155199/kubota-l4850.html,Farm Tractors,For sale / Offers,18588,Kubota,l4850,Used - good condition,,,N/A,N/A,N/A,,"8,500
                            
                                    8,500 ££ ",8500,GBP,,Graham Holland LTD,"Mr.
                Frank Holland",50c9d2da210b77e08eb6981e8c6bb12KCs0NCkgMDE5MzU4NDEzMDc=,
https://www.agriaffaires.co.uk/used/farm-tractor/45078597/new-holland-t7-210-power-command-classic.html,Farm Tractors,For sale / Offers,32016389,New Holland,T7.210 POWER COMMAND classic,Used - very good condition,165,540/65r28,50%,50%,N/A,,"75,950
                            
                                    75,950 ££ ",75950,GBP,,F BUGLER Ltd,"United Kingdom, South West England",d3fc6753902358f87bfaf822267d4feKCs0NCkgMTkzNTg1MDQyNg==,
https://www.agriaffaires.co.uk/used/farm-tractor/45191133/new-holland-t6-160.html,Farm Tractors,For sale / Offers,,New Holland,T6.160,Used - Not indicated,135,420/70R28 600/65R38,N/A,N/A,N/A,,"  ",,,,Farol Ltd,Guy CHAMPION,03412c1026d7603d092faad4347f32bKCs0NCkgMDE4NDQyNzg4NDM=,
https://www.agriaffaires.co.uk/used/farm-tractor/45190871/john-deere-6215r.html,Farm Tractors,For sale / Offers,11037236,John Deere,6215R,Used - Not indicated,215,,N/A,N/A,N/A,,"74,950
                            
                                    74,950 ££ ",74950,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45166186/john-deere-7r-310.html,Farm Tractors,For sale / Offers,AP/MP JWL,John Deere,7R 310,Used - Not indicated,310,,N/A,N/A,N/A,,"179,950
                            
                                    179,950 ££ ",179950,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45165242/john-deere-8r-340.html,Farm Tractors,For sale / Offers,AP/MP XYH,John Deere,8R 340,Used - Not indicated,340,,N/A,N/A,N/A,,"195,950
                            
                                    195,950 ££ ",195950,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45156011/john-deere-6r-150.html,Farm Tractors,For sale / Offers,31033275,John Deere,6R 150,Used - Not indicated,150,,N/A,N/A,N/A,,"115,000
                            
                                    115,000 ££ ",115000,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45142818/john-deere-8r-370.html,Farm Tractors,For sale / Offers,AP/MP WVN,John Deere,8R 370,Used - Not indicated,370,,N/A,N/A,N/A,,"208,500
                            
                                    208,500 ££ ",208500,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45142819/john-deere-8r-370.html,Farm Tractors,For sale / Offers,AP/MP RXP,John Deere,8R 370,Used - Not indicated,370,,N/A,N/A,N/A,,"214,950
                            
                                    214,950 ££ ",214950,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45130918/john-deere-6r-150.html,Farm Tractors,For sale / Offers,31033440,John Deere,6R 150,Used - Not indicated,150,,N/A,N/A,N/A,,"115,000
                            
                                    115,000 ££ ",115000,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45139225/john-deere-7r-310.html,Farm Tractors,For sale / Offers,AP/MP RXS,John Deere,7R 310,Used - Not indicated,310,,N/A,N/A,N/A,,"174,950
                            
                                    174,950 ££ ",174950,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45054000/massey-ferguson-7620.html,Farm Tractors,For sale / Offers,150109949539,Massey Ferguson,7620,Used - Not indicated,180,,N/A,N/A,N/A,,"36,500
                            
                                    36,500 ££ ",36500,GBP,,Crickley Hill Tractors Ltd,"Mr.
                Ben GARLICK",f940ba183c34c3c772d9a60d09f11b7KCs0NCkgMTQ1Mjg2MjIzMg==,
https://www.agriaffaires.co.uk/used/farm-tractor/45054001/massey-ferguson-5610.html,Farm Tractors,For sale / Offers,150110002240,Massey Ferguson,5610,Used - Not indicated,0,,N/A,N/A,N/A,,"32,950
                            
                                    32,950 ££ ",32950,GBP,,Crickley Hill Tractors Ltd,"Mr.
                Ben GARLICK",f940ba183c34c3c772d9a60d09f11b7KCs0NCkgMTQ1Mjg2MjIzMg==,
https://www.agriaffaires.co.uk/used/farm-tractor/45054003/massey-ferguson-5712s.html,Farm Tractors,For sale / Offers,150110103431,Massey Ferguson,5712S,Used - Not indicated,0,,N/A,N/A,N/A,,"47,950
                            
                                    47,950 ££ ",47950,GBP,,Crickley Hill Tractors Ltd,"Mr.
                Ben GARLICK",f940ba183c34c3c772d9a60d09f11b7KCs0NCkgMTQ1Mjg2MjIzMg==,
https://www.agriaffaires.co.uk/used/farm-tractor/45054010/massey-ferguson-7719s.html,Farm Tractors,For sale / Offers,150110204268,Massey Ferguson,7719S,Used - Not indicated,190,,N/A,N/A,N/A,,"69,950
                            
                                    69,950 ££ ",69950,GBP,,Crickley Hill Tractors Ltd,"Mr.
                Ben GARLICK",f940ba183c34c3c772d9a60d09f11b7KCs0NCkgMTQ1Mjg2MjIzMg==,
https://www.agriaffaires.co.uk/used/farm-tractor/45107348/john-deere-6r-130.html,Farm Tractors,For sale / Offers,21034673,John Deere,6R 130,Used - Not indicated,130,,N/A,N/A,N/A,,"119,950
                            
                                    119,950 ££ ",119950,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45102936/john-deere-8rx-370.html,Farm Tractors,For sale / Offers,61039017,John Deere,8RX 370,Used - Not indicated,370,,N/A,N/A,N/A,,"199,000
                            
                                    199,000 ££ ",199000,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45102937/john-deere-8r-370.html,Farm Tractors,For sale / Offers,AP/MP WFX,John Deere,8R 370,Used - Not indicated,370,,N/A,N/A,N/A,,"241,950
                            
                                    241,950 ££ ",241950,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45102938/john-deere-8r-370.html,Farm Tractors,For sale / Offers,AP/MP WCD,John Deere,8R 370,Used - Not indicated,370,,N/A,N/A,N/A,,"226,500
                            
                                    226,500 ££ ",226500,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45102939/john-deere-6r-150.html,Farm Tractors,For sale / Offers,AP/MP ZTJ,John Deere,6R 150,Used - Not indicated,150,,N/A,N/A,N/A,,"108,750
                            
                                    108,750 ££ ",108750,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45090509/john-deere-6120m.html,Farm Tractors,For sale / Offers,AP/MP TZW,John Deere,6120M,Used - Not indicated,120,,N/A,N/A,N/A,,"68,500
                            
                                    68,500 ££ ",68500,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45092294/john-deere-6130m.html,Farm Tractors,For sale / Offers,AP/MP TZU,John Deere,6130M,Used - Not indicated,130,,N/A,N/A,N/A,,"69,500
                            
                                    69,500 ££ ",69500,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45096191/john-deere-6155r.html,Farm Tractors,For sale / Offers,61038519,John Deere,6155R,Used - Not indicated,155,,N/A,N/A,N/A,,"98,000
                            
                                    98,000 ££ ",98000,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45074884/john-deere-6250r.html,Farm Tractors,For sale / Offers,31039023,John Deere,6250R,Used - Not indicated,250,,N/A,N/A,N/A,,"125,000
                            
                                    125,000 ££ ",125000,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45067180/john-deere-6175r.html,Farm Tractors,For sale / Offers,61038052,John Deere,6175R,Used - Not indicated,175,,N/A,N/A,N/A,,"52,000
                            
                                    52,000 ££ ",52000,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45067181/john-deere-6175r.html,Farm Tractors,For sale / Offers,61038053,John Deere,6175R,Used - Not indicated,175,,N/A,N/A,N/A,,"52,000
                            
                                    52,000 ££ ",52000,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
https://www.agriaffaires.co.uk/used/farm-tractor/45067182/john-deere-6155r.html,Farm Tractors,For sale / Offers,61038161,John Deere,6155R,Used - Not indicated,155,,N/A,N/A,N/A,,"89,950
                            
                                    89,950 ££ ",89950,GBP,,Tallis Amos Group Ltd,"Mr.
                Adrian Philpott",4726466d3a868d0c1c878bc3b572379KCs0NCkgNzc0NzYyNTU4OA==,
